10000 20000
2900 6834 89707
2901 7909 38085
2901 4283 178673
2901 8783 145259
2902 8811 72069
2902 5926 24563
2902 5935 34113
2903 4337 211277
2904 6552 68895
2904 5628 114469
2904 3489 189013
2905 3390 116787
2905 9605 57622
2905 6414 101795
2906 7556 195210
2906 6733 202829
2907 9387 120399
2907 7123 16162
2908 4221 51371
2908 6370 109543
2908 6401 9899
2908 9630 122372
2909 2928 67807
2910 6612 56971
2910 2967 4268
2911 6055 55743
2911 4238 175273
2912 5680 30801
2912 6331 175255
2912 6427 81552
2912 8033 40032
2913 5602 1801
2913 5979 100397
2914 8372 203214
2915 3803 205768
2915 9709 92584
2915 6879 118907
2916 3615 39457
2916 6926 198358
2917 8924 86264
2917 6554 100654
2917 9467 106819
2917 2991 6138
2918 4683 171555
2918 7353 156122
2918 8605 35431
2918 2990 79375
2918 5803 189492
2918 5263 172320
2918 8014 109824
2919 4187 168740
2919 5076 65677
2919 8445 41278
2919 9308 178778
2919 9660 102514
2920 4893 120295
2920 5333 4629
2920 5482 152310
2920 8873 187066
2920 6491 126873
2921 3555 141285
2921 3698 190999
2921 4815 186843
2921 5732 87234
2921 7013 47070
2921 6813 214031
2921 5942 180370
2921 6956 113653
2922 3116 108114
2922 3378 49977
2923 6648 89249
2923 7172 152043
2924 6087 157357
2924 9346 93825
2924 8847 202780
2924 5779 209436
2924 8760 126698
2925 6968 49780
2925 7553 196029
2925 8630 181130
2925 4352 57962
2926 3837 140033
2926 8591 70174
2926 7435 205823
2927 4489 11979
2927 8687 167010
2927 5931 19621
2927 5769 181397
2928 3291 199700
2928 3558 11518
2928 3777 126780
2928 6287 88919
2928 6656 181727
2929 9498 20829
2930 6286 205200
2930 5024 7018
2931 6774 8960
2932 8484 7194
2932 9166 182044
2932 5741 101100
2932 9610 567
2934 4746 130399
2935 7606 51502
2935 9108 208723
2936 3494 144107
2936 7719 191338
2936 9384 93907
2937 8451 153545
2937 8354 21835
2938 7736 30019
2938 9987 80956
2938 6584 136471
2939 9317 56683
2939 6093 12503
2939 3250 189487
2940 7491 160347
2940 3799 26136
2942 6569 141847
2942 3230 66773
2942 9401 174667
2942 7731 135880
2943 3169 141788
2943 3635 98339
2943 6741 172264
2943 7843 30964
2943 9821 16399
2943 8667 1192
2943 3347 7248
2944 9060 38166
2945 4553 68993
2945 5058 163675
2945 8124 69199
2945 5526 138787
2945 4707 153679
2947 4193 755
2947 7709 177132
2947 9328 116657
2947 8404 75553
2948 3524 798
2948 8647 161510
2948 3115 208906
2948 9331 39859
2949 6797 202349
2949 9188 24874
2949 3526 211916
2951 8833 154800
2951 7723 148845
2952 5865 195889
2952 8947 18693
2952 4982 5910
2952 3777 79954
2953 3781 54238
2953 4073 203343
2953 7350 144372
2953 4289 184469
2954 4846 41258
2955 5699 58569
2955 6425 57331
2955 7172 180300
2956 9817 182994
2956 6910 18137
2957 8354 165495
2957 9802 75237
2957 6415 46319
2957 3553 183582
2958 3458 7988
2958 4075 118704
2958 8833 75072
2958 7828 121306
2958 4754 102973
2959 3899 48148
2959 8317 199765
2960 6314 67472
2960 7734 105196
2960 5019 152741
2960 9971 162629
2961 8089 43067
2961 7121 96865
2961 8227 153529
2961 5471 152174
2962 6856 166174
2963 7233 146287
2963 3150 1540
2963 6467 85322
2964 3243 121085
2964 4840 62059
2964 4923 156890
2964 4982 81197
2964 6828 144444
2964 8739 213262
2965 4316 74646
2966 6447 198378
2967 5940 20643
2969 5883 2396
2969 8656 176800
2969 8945 108879
2970 9531 196306
2971 3960 197336
2971 6417 194159
2972 3322 1752
2972 3641 69812
2972 8920 82339
2972 3858 139974
2972 6988 104259
2973 3345 201324
2973 4438 178668
2973 4935 199926
2974 3785 172245
2974 3906 207983
2974 6930 193943
2975 4321 119264
2975 9954 189045
2976 7537 25607
2976 7508 100723
2976 9296 104468
2976 5472 111400
2977 3176 15708
2977 5487 123496
2977 3965 75392
2978 4591 131146
2978 6698 75462
2978 8966 54269
2978 3656 75604
2978 8067 49596
2978 8677 104404
2978 5531 105528
2978 6970 176792
2979 8091 56140
2979 9226 31739
2979 4193 107692
2979 3153 187687
2980 4431 148283
2980 5892 128891
2980 4492 95682
2980 7517 157606
2981 6667 130190
2981 7924 165936
2982 3095 25470
2984 3207 38245
2984 6132 32069
2985 4813 114195
2985 7447 20989
2985 5171 188990
2986 3351 87843
2986 9260 199515
2986 4600 131247
2987 4153 142260
2987 7250 163462
2988 3145 127191
2989 8489 135018
2990 3683 122494
2990 3389 56975
2990 8441 186887
2991 4200 180684
2991 4314 28999
2991 3667 120994
2991 5996 62250
2992 9525 103586
2992 3049 158842
2993 3519 98805
2993 7510 52754
2993 4523 168375
2993 3404 95349
2994 8868 127481
2994 6989 48848
2995 5335 187105
2995 8200 4789
2995 5174 191716
2996 9420 145020
2997 6868 101356
2997 5350 52887
2997 3556 86411
2998 8770 44699
2998 7186 113213
2999 8601 79171
2999 3474 153381
2999 8899 192067
3000 5441 78313
3000 8784 208351
3000 9403 94489
3001 6836 56257
3003 5808 120557
3004 6184 162923
3004 9435 62452
3004 3330 136414
3005 3343 70819
3005 4193 119920
3006 3149 35045
3006 4375 5921
3006 5091 191882
3006 4666 24257
3007 5226 37781
3008 5069 128792
3009 3055 105791
3009 5873 142739
3009 5930 73416
3009 8568 46634
3010 5868 110078
3010 8866 22836
3010 5895 55990
3010 3911 94598
3011 9141 87443
3011 5592 84803
3012 5030 140242
3012 6226 66646
3012 9185 66226
3012 9486 78993
3012 9722 81253
3012 9501 31146
3012 4285 19508
3012 5867 36933
3013 3638 188752
3013 3721 75542
3013 3858 47148
3013 9517 129775
3013 5252 198554
3014 3044 85182
3014 6976 113263
3014 5149 33376
3014 7267 102727
3016 6874 84580
3016 8643 9065
3016 4637 21285
3017 4768 48047
3017 6581 54670
3018 4134 132741
3018 5941 26590
3018 9004 102428
3019 3679 157182
3019 5186 81147
3019 8136 107315
3019 8010 75301
3021 5571 165325
3021 8190 68836
3021 7747 83878
3021 9694 80452
3022 7744 140587
3022 8503 186422
3022 3979 168578
3023 4332 92325
3023 4638 68944
3023 6386 171081
3023 5435 206036
3024 4366 155040
3024 5287 99248
3025 9428 203640
3025 8919 145882
3025 9542 153871
3026 3734 125556
3027 3640 194300
3027 6356 144492
3028 3256 72314
3028 6053 166469
3028 7941 107575
3028 7391 60330
3029 3254 98649
3029 7516 175294
3031 4955 65439
3031 8686 211927
3032 4843 47262
3032 8790 179106
3033 3088 78769
3033 5563 61589
3033 5011 26917
3034 4301 108956
3035 4062 729
3035 9496 157694
3035 7070 135488
3036 3550 167785
3037 3264 127723
3037 4160 161913
3037 4282 17687
3037 9051 136468
3037 5380 87066
3038 9096 29323
3038 8413 22491
3039 3114 80757
3039 9865 23111
3040 5823 195290
3040 4731 9137
3041 4984 141670
3041 5326 154950
3041 3459 64831
3042 5166 9545
3042 7485 114350
3042 5718 140615
3043 4888 158459
3043 7206 88227
3044 3241 93197
3044 4496 146734
3044 9960 64295
3044 3496 205660
3045 7319 16176
3045 7404 112750
3045 7798 102052
3047 6021 113406
3047 8142 207635
3047 8328 17149
3047 7930 36361
3047 5173 193315
3048 4803 55016
3048 5982 20299
3048 9741 105144
3049 7930 123008
3049 9278 37750
3050 5294 157064
3050 4698 44495
3051 3293 125784
3051 3763 112641
3051 5049 44486
3051 3630 197746
3051 4256 26830
3053 3482 165907
3053 3570 184812
3053 4076 104507
3053 4577 136320
3053 4655 8841
3054 3073 77201
3054 7635 109608
3054 9020 106091
3054 9932 38438
3054 9928 73142
3055 4709 13163
3055 8329 91505
3055 5145 173232
3056 8024 20394
3057 9774 21835
3057 7357 33293
3057 4335 49268
3057 9754 190639
3058 3416 126310
3058 7666 27177
3058 7070 178467
3058 5519 169703
3059 3084 212667
3059 4834 160863
3059 4957 45626
3059 4616 164098
3059 3939 12352
3059 3800 142604
3060 4470 172686
3060 8036 47300
3060 8758 63310
3061 7478 142645
3062 5240 119552
3062 8557 158779
3063 6331 16512
3063 8009 187651
3064 7153 173388
3065 5794 172433
3065 7859 206391
3066 4610 57280
3066 8523 58082
3067 6089 193679
3068 3669 191309
3068 4167 83918
3068 7217 54739
3068 9010 16308
3068 4198 212269
3069 3396 10140
3070 3157 12385
3070 7477 212534
3071 7528 61909
3071 7527 56897
3072 6453 212049
3072 7499 126362
3072 9785 68658
3073 5866 150740
3073 5542 165824
3074 3735 87948
3074 4576 193117
3074 9460 22141
3074 8526 106342
3075 8560 12093
3075 9417 203162
3075 7183 54692
3075 8094 76169
3075 7683 158634
3076 3412 136860
3076 5179 81758
3076 7194 49940
3076 6452 93881
3077 3827 171468
3077 4154 1493
3077 6873 115196
3077 8548 48186
3078 8854 57103
3079 4677 64146
3079 5128 46849
3080 8940 177480
3081 3249 57387
3082 4604 127145
3082 6751 103707
3082 6778 1621
3082 5982 115297
3082 9076 198618
3083 3889 84123
3083 5667 807
3083 9307 3044
3084 6303 198799
3084 8533 34309
3084 6518 148222
3084 6249 121883
3085 3490 124052
3085 5315 61834
3085 8837 70980
3086 5204 103277
3086 7225 58578
3086 4279 120621
3086 7816 155999
3087 5955 188352
3087 8650 205418
3087 3376 2305
3087 6324 84784
3087 9933 180214
3088 7211 47986
3088 9349 70985
3088 5608 92158
3088 4158 194515
3088 7695 57763
3088 7415 147514
3089 8010 157310
3089 4707 33057
3089 4370 177993
3089 4735 36103
3090 5440 152173
3090 3585 106189
3090 6260 43960
3091 5277 15691
3091 8509 65543
3091 9663 200791
3091 3872 12471
3091 7622 97433
3092 8147 30807
3092 8899 197617
3092 9426 108728
3092 5710 199040
3092 7255 30039
3093 7055 4177
3093 4947 160938
3094 3374 99716
3094 3660 86557
3094 3943 180700
3095 4102 178501
3095 4601 100333
3095 4506 152262
3096 3350 126350
3096 5171 34639
3096 8592 210592
3098 5207 201748
3098 9023 35094
3098 5562 31581
3098 8151 19966
3098 4163 163274
3098 4065 113318
3099 8377 202853
3099 8839 165897
3099 4130 80514
3099 3176 101096
3100 5696 188073
3101 7254 138955
3101 3269 29131
3101 6829 34558
3101 3933 106035
3102 5631 133290
3103 4859 58979
3103 6890 4185
3103 7556 122813
3104 3819 164375
3104 3833 175397
3104 5386 49688
3104 4945 191535
3105 5042 138391
3105 3568 173481
3106 8595 143721
3106 7649 201529
3107 5557 113804
3107 8055 137543
3107 8929 150880
3107 4716 33045
3107 7368 202047
3108 6574 138454
3109 5662 53615
3109 6236 132469
3109 7302 193451
3109 6117 159890
3110 4791 95474
3110 9476 26985
3111 7361 79029
3111 8723 108592
3112 5113 989
3112 6593 173427
3112 6479 28698
3113 9180 173116
3113 3941 29880
3113 7053 43821
3114 3142 620
3114 5025 180538
3114 8016 192341
3114 5481 70572
3115 5008 67287
3116 4879 164503
3116 5679 69930
3116 4191 94858
3116 5284 14573
3117 3282 195508
3117 8572 156647
3117 7945 20220
3117 7153 134688
3117 3658 171044
3118 4181 26764
3118 4124 152563
3119 4133 188023
3119 9122 117462
3119 3774 60826
3119 3647 214076
3120 9812 95113
3121 5330 20162
3121 5301 198623
3122 7835 180317
3122 7624 83112
3122 6285 167251
3122 6206 52290
3123 5573 48148
3123 9946 157665
3123 8814 113211
3124 4036 138107
3124 4559 143012
3124 8774 98588
3124 4897 21469
3125 3160 119031
3125 9584 205209
3125 8938 104566
3126 5527 209783
3126 7462 162361
3127 4436 203648
3128 3671 110084
3128 4305 169
3128 7592 11175
3129 5112 174792
3129 9765 105190
3129 4947 210930
3129 3819 108227
3130 5826 134465
3130 7029 137825
3131 5085 92460
3131 5450 199389
3132 4593 136824
3133 3425 71533
3133 9873 75631
3136 6083 41874
3136 6325 206526
3136 5107 125764
3136 7596 172441
3136 8053 1864
3137 6711 210173
3138 7767 3720
3138 6157 30674
3139 8099 117319
3140 4325 137512
3141 4197 142234
3141 5909 210860
3142 6167 28921
3142 7042 172196
3142 9237 154346
3143 8534 117146
3143 7736 92004
3143 4719 174932
3143 6215 84990
3144 4459 209942
3144 9070 195620
3144 5376 126108
3144 9258 16052
3144 8246 205425
3145 7525 18592
3145 8908 13933
3145 3841 162173
3146 4443 16952
3146 5933 168018
3146 7761 83357
3146 4436 142576
3147 7642 164090
3147 9498 92591
3147 9308 10432
3147 8475 52503
3147 5300 77051
3148 6503 184828
3148 3642 173508
3148 3858 203201
3149 9660 34448
3150 4842 149641
3150 6157 153168
3150 6627 98088
3150 4123 197972
3151 4292 80921
3151 6602 60499
3151 6666 165161
3151 3895 60549
3151 8043 207002
3152 4589 85686
3152 5198 195269
3152 9634 160374
3152 5047 52492
3152 4821 85560
3153 3366 30345
3153 8080 144130
3153 6792 46371
3154 6695 176826
3154 7509 140042
3154 7830 1919
3155 8150 108841
3157 6886 124583
3157 9984 195599
3157 7045 205008
3157 6524 112785
3158 4872 141713
3158 9594 62720
3159 4161 8953
3159 4405 120993
3159 6151 144582
3160 7660 101896
3160 7932 193448
3160 3579 173610
3161 4733 173898
3161 6760 52722
3162 4611 72370
3162 3954 40478
3163 3417 38453
3164 5973 5875
3164 5162 13755
3165 5532 90454
3165 9469 40025
3165 7100 64866
3166 5445 108784
3166 8867 133747
3167 5391 145123
3167 5874 56028
3168 8715 77361
3168 9305 182834
3169 7640 65860
3169 7239 55496
3169 9652 47622
3170 9379 81417
3170 5171 33740
3171 7842 44529
3172 3560 22879
3172 5086 63131
3172 9318 29367
3172 7401 123910
3172 4902 171492
3172 5608 166730
3173 8460 145803
3173 9890 210463
3173 9365 28345
3173 9375 195861
3173 3661 15326
3173 6796 108986
3173 3992 78102
3175 4050 37495
3175 6830 35114
3175 7382 31087
3175 4182 202685
3175 8330 103005
3176 4018 114427
3176 8581 7751
3177 9210 23006
3177 8141 69311
3179 6595 80647
3179 9590 80514
3179 4232 55384
3179 9379 169957
3179 9221 123826
3181 5238 41865
3181 8879 146763
3182 4831 59510
3182 5938 46313
3182 9807 30554
3183 4007 156305
3183 5622 33254
3184 7266 164381
3184 9210 132331
3184 9830 64456
3184 9962 108716
3186 4490 133083
3186 9842 56895
3187 6454 126744
3187 7379 13539
3187 7977 179999
3187 9061 81057
3187 9575 146804
3187 7817 174550
3187 6732 76007
3188 8488 198142
3189 3964 176746
3189 4021 96591
3189 6462 13860
3189 9228 47653
3189 5199 69309
3189 5990 74052
3189 4792 65077
3190 5092 207147
3190 7580 19006
3190 8524 109645
3190 4196 5603
3191 4208 37712
3191 4880 96131
3191 7469 138525
3191 7990 196210
3192 6903 181280
3192 5042 43418
3193 5913 3929
3193 8520 6153
3194 8790 56806
3195 3705 119794
3195 4994 141314
3195 8952 181310
3196 5972 74057
3196 5719 198787
3196 7206 197927
3196 3836 173288
3197 5744 95534
3198 3655 130041
3198 5068 7620
3198 4853 104787
3198 9466 69695
3198 8590 139522
3199 8907 172676
3200 9935 111020
3201 3233 166651
3201 5052 32088
3201 6764 108701
3201 8458 187968
3201 4820 4751
3202 5106 164123
3203 6169 151737
3204 5507 65358
3204 3651 96656
3204 6316 30906
3204 6832 130461
3204 9737 15154
3204 5925 113353
3205 5037 147131
3205 4248 43029
3205 4525 93599
3206 6146 137125
3206 9266 95063
3206 6091 201721
3207 7154 59414
3207 8220 168185
3207 7685 135490
3208 3292 14309
3209 5654 116145
3209 6610 183329
3210 9423 21956
3211 8441 128137
3212 5716 71123
3212 8882 101389
3212 6510 164385
3212 7772 134690
3213 3389 151938
3214 4347 95576
3214 6209 143422
3214 7303 75847
3214 4213 123887
3214 9452 79950
3215 6229 165929
3215 6474 44960
3215 6992 9299
3216 4937 143543
3217 3274 209024
3217 5093 141393
3218 4658 31958
3218 5083 51297
3218 6760 153535
3221 9823 164662
3222 4631 86663
3223 3245 115155
3223 8137 138576
3223 6938 49590
3224 3904 77778
3224 6413 173386
3224 7935 73708
3224 3909 59636
3224 8563 23853
3224 3801 39252
3225 9373 8751
3225 3967 51256
3225 8204 185701
3226 8989 160747
3227 3627 71834
3227 8963 186349
3227 4428 164139
3228 6458 104326
3228 7522 196330
3229 3392 208249
3229 6136 2090
3229 9746 19840
3230 8438 107688
3231 3249 186470
3231 7677 166781
3231 5271 110087
3233 4494 29408
3233 6340 44770
3233 8316 61288
3233 7738 19746
3233 7878 151114
3234 7726 60138
3235 6851 38088
3235 3796 186098
3236 3269 97257
3237 3493 179018
3237 8898 214160
3237 6158 186894
3237 6456 203645
3238 8675 125412
3239 7520 46221
3240 8941 6818
3240 5156 69078
3241 4377 43787
3242 5210 186513
3242 9757 10887
3242 3335 44919
3244 3621 56675
3244 9611 30997
3245 4979 185676
3245 7525 163774
3245 6270 199897
3246 3378 195379
3246 4748 118052
3246 5901 135313
3246 3876 105206
3247 3756 107845
3247 5648 163696
3248 4257 54795
3249 4367 177810
3249 8465 110882
3249 4717 155765
3249 8818 103687
3250 6794 43191
3250 9171 19216
3250 6369 127255
3251 3975 120878
3251 8351 11208
3251 5402 196880
3251 7737 42777
3251 9861 84546
3252 3466 127564
3252 8625 192803
3252 7804 155223
3253 4982 81232
3253 9387 171546
3253 9522 25850
3254 3281 25385
3254 4828 113823
3254 8610 45800
3254 4284 15349
3254 8138 203073
3256 5711 118573
3257 3422 147159
3258 3381 87602
3258 8808 161383
3258 9164 29587
3258 8277 22850
3258 4911 42582
3258 4105 113218
3258 4710 116389
3259 6506 68662
3259 5847 210612
3260 3389 118138
3260 9707 28399
3260 9748 68750
3260 5832 129879
3261 7299 87658
3261 8773 183085
3262 6201 60691
3262 6460 114966
3263 4458 168822
3263 4560 159874
3263 6231 8488
3264 7847 143038
3264 8005 132116
3264 9862 10682
3264 7080 89302
3264 6213 201419
3265 4993 176752
3265 7619 157168
3266 9915 26807
3266 9996 1155
3266 8580 137162
3267 5220 105789
3267 5962 11059
3268 6916 103588
3269 6322 82215
3269 5165 66303
3269 7749 84100
3270 4038 18148
3270 7809 108622
3270 8845 29191
3271 7493 159406
3272 3367 188119
3272 4429 40720
3273 8292 191344
3273 6739 10350
3273 9236 196526
3274 4106 3953
3274 8292 25513
3274 5958 109063
3274 8738 59074
3274 5370 44352
3276 3678 125455
3276 6728 97324
3276 7919 161237
3276 8215 122947
3276 3334 48431
3276 7013 120323
3276 4237 123793
3277 8708 115917
3278 4473 209693
3278 3764 65648
3278 9862 181806
3278 9971 150225
3278 6377 13706
3279 3532 203148
3279 3761 148517
3279 6623 84201
3279 7104 155520
3280 3415 191604
3280 3623 61565
3280 4093 60160
3280 5779 175448
3280 8575 34201
3281 9888 189616
3282 8548 211022
3283 5751 130359
3284 8021 123865
3284 5996 189876
3285 5059 89906
3285 7634 72326
3285 5573 94390
3285 6776 184644
3286 4062 48701
3287 5804 189409
3287 5813 58271
3287 9574 93117
3288 4350 130097
3289 4091 68498
3289 7301 116039
3291 6870 34266
3291 9236 192120
3292 9043 89940
3293 6388 115163
3293 4246 63797
3294 9774 158887
3294 4600 201132
3294 6952 206373
3295 3540 206062
3295 5400 106896
3295 6749 12842
3295 4411 29538
3295 8244 3693
3296 3676 82905
3296 4098 180420
3297 4090 202225
3297 6405 186331
3297 7516 164889
3297 9591 139082
3297 3673 84044
3298 3948 92676
3299 8212 205898
3299 7620 212296
3299 5281 148438
3299 8147 33175
3299 7195 96759
3300 8645 94638
3300 7749 50234
3300 5066 163136
3301 4315 68966
3301 6021 166601
3301 4096 36435
3302 8358 9925
3302 5982 41361
3303 6780 52327
3304 3968 20328
3304 7918 38103
3305 6423 112369
3306 3405 111557
3306 9427 118844
3306 4920 115841
3306 8177 47769
3308 5307 166253
3309 3887 118517
3309 6086 175216
3309 6714 28325
3309 6928 102828
3309 8277 180221
3309 8832 143984
3310 4295 3295
3310 7106 133099
3311 7277 53153
3312 6367 2574
3312 6165 33602
3312 4668 177677
3313 3334 123248
3313 7963 136620
3313 4674 212355
3313 5851 27349
3314 3773 123001
3314 6347 129158
3314 3383 122058
3315 8768 13247
3315 4835 107604
3315 6896 179401
3316 9802 121626
3317 3728 81608
3317 8840 159401
3317 6741 196033
3317 7376 114947
3319 3928 125056
3319 9404 88438
3319 3849 127039
3320 3710 78912
3321 5273 200273
3321 9400 46437
3321 4734 53159
3321 6783 3919
3321 5608 177020
3322 4837 46328
3322 5121 10260
3322 3878 188939
3323 4639 124429
3323 4741 118829
3323 6385 194745
3323 9499 208066
3323 5782 158126
3324 6934 178901
3325 7390 180532
3325 7789 8497
3326 5133 146310
3327 5398 111177
3327 5560 98847
3327 7782 204378
3327 5660 179278
3328 6692 92685
3328 7913 59294
3328 4028 33132
3329 5711 170298
3329 6996 87082
3330 8234 102355
3330 8757 62217
3330 5380 213842
3331 6887 7009
3331 8392 34910
3332 3693 168297
3332 4974 142394
3332 6392 18370
3333 5287 141915
3333 4936 163526
3334 3925 22763
3334 5593 55199
3334 9980 163772
3334 4430 79883
3335 4434 127294
3335 6409 119787
3336 5530 125449
3336 6561 83360
3336 8208 166789
3336 5124 79554
3337 5594 25894
3337 9527 119348
3338 4373 199783
3338 5141 154415
3339 4244 203206
3339 4628 72420
3339 5731 197224
3340 8591 152009
3341 8250 204248
3342 3558 144416
3343 5200 194307
3343 6488 123428
3345 7522 108608
3346 6262 136477
3346 6777 171950
3346 7846 186750
3346 3876 71716
3346 8252 112758
3346 8499 3474
3347 3355 65622
3347 4783 101841
3348 6485 113737
3348 7652 144119
3348 5263 57605
3348 3540 138878
3348 8908 78406
3349 5271 99512
3349 3568 64831
3350 4229 37898
3350 8909 154859
3351 3447 167519
3351 4361 148127
3351 6619 194556
3351 9925 6279
3351 8002 75934
3351 4629 86087
3352 6716 37178
3352 7366 184337
3352 9561 92597
3353 5125 13417
3353 9282 143998
3353 9183 59801
3354 3740 200600
3354 7279 23843
3354 5387 34066
3355 6200 197874
3355 7147 27681
3355 3916 178819
3355 8108 38473
3356 5053 52777
3356 9408 141620
3356 5574 190776
3357 9197 180369
3357 9802 9272
3357 7073 151959
3358 3990 207619
3358 5631 193569
3358 6501 69003
3358 7306 17266
3358 6703 157441
3359 7113 66822
3360 5957 180295
3361 4710 52451
3361 3491 112686
3362 7567 191070
3362 4095 84483
3362 8510 144015
3363 3859 125516
3364 5529 114070
3364 8583 151081
3365 8098 114500
3365 9343 57771
3365 7318 40630
3366 4143 46595
3366 9594 134700
3366 8391 30671
3367 3426 40397
3367 7198 107130
3367 7464 35214
3367 8671 13433
3368 4650 188598
3368 5518 22456
3369 3572 191089
3369 8102 158789
3369 6303 124401
3370 5773 14094
3370 7421 73884
3371 6182 209451
3371 8834 9969
3371 6269 196281
3371 7222 55930
3372 7544 35803
3372 7680 203468
3373 4034 150709
3373 6784 128173
3373 4226 98739
3373 8361 26547
3373 6628 163325
3374 7187 31810
3375 5444 139557
3375 7113 15085
3375 6687 20248
3376 4662 88371
3376 5837 141829
3376 9193 44979
3378 5779 33319
3379 3915 97338
3379 9689 102375
3380 8316 184264
3380 5031 99359
3380 3385 25732
3380 6624 152601
3380 5217 32905
3380 6667 198864
3381 4716 140057
3381 6440 133398
3381 4693 71819
3381 7402 119509
3382 6056 106533
3382 7684 47063
3382 8435 204749
3382 6374 177022
3383 7931 158584
3383 9968 139095
3384 8179 19378
3385 7197 105711
3385 5750 118231
3385 9171 71769
3386 7068 183047
3386 6309 98290
3386 6015 84781
3387 5967 181836
3387 6352 51502
3387 8765 169899
3387 9339 41605
3389 5887 18102
3390 6869 14095
3390 8057 182455
3390 3787 66513
3390 7260 214562
3390 3392 160620
3391 8771 74455
3392 3880 876
3392 6491 2898
3392 9636 22159
3393 4685 128722
3393 7402 158646
3393 8035 18287
3393 5168 96091
3394 4104 200560
3394 5347 51214
3394 6459 33034
3395 5048 71852
3396 4570 79934
3396 4984 159779
3398 6265 194072
3398 7573 199811
3399 5351 139732
3399 9499 184264
3400 5414 97219
3400 7203 154279
3400 8455 192586
3401 6907 137185
3401 3949 128126
3402 5781 193159
3402 8562 163464
3402 3696 65693
3403 4569 52768
3403 8689 18331
3403 4869 194807
3404 3509 58549
3404 5749 210173
3404 7646 97319
3405 8686 207744
3405 5494 31581
3405 5196 23752
3406 6606 104169
3406 6883 159804
3407 5328 165372
3407 8916 13955
3408 9251 22627
3408 9791 155651
3408 5333 152800
3409 8291 204536
3409 8463 101979
3409 4801 188290
3409 8143 77061
3410 9518 47382
3411 3502 214304
3411 9439 39405
3412 8084 111625
3412 8247 125003
3413 6788 194611
3414 4210 129517
3415 3596 159886
3415 6343 94536
3415 7512 121298
3415 4733 151649
3415 7319 118079
3416 3808 143523
3417 4912 123706
3418 5643 60180
3418 8239 110129
3418 8043 115728
3419 4485 65797
3419 8680 82977
3419 7232 104391
3420 6813 176949
3420 9937 203561
3420 3983 159678
3420 4516 84869
3421 5177 44739
3422 5950 188870
3422 4236 140025
3422 4507 139577
3423 3452 182315
3423 3666 78142
3423 8073 160632
3424 8555 121705
3424 8211 61811
3425 7367 168990
3425 9350 137873
3425 8906 88850
3425 7297 36735
3426 6092 37529
3426 5908 32755
3427 4419 20678
3427 6598 39005
3428 5894 105209
3429 4103 93156
3429 7568 122684
3430 3892 17581
3430 5690 174913
3430 8281 187981
3431 3622 77739
3432 3694 60759
3432 5905 44883
3434 4787 172572
3434 5046 61781
3434 8640 34787
3434 8145 187656
3435 8679 91949
3435 9599 151525
3436 4973 175288
3438 6177 77274
3438 6668 210521
3438 7533 107985
3439 5223 150818
3439 4961 181451
3440 3545 196913
3440 8266 64385
3441 5420 19984
3442 6315 111445
3442 9977 57344
3444 4531 16804
3444 9671 15161
3444 9195 130168
3445 4498 127113
3445 7683 74781
3446 4853 193802
3446 8819 8346
3447 4929 155872
3447 7451 55889
3448 4169 88712
3448 9299 168
3449 9591 83601
3449 5858 65725
3449 8412 130331
3449 9217 119344
3450 5836 170488
3450 9639 42989
3451 6079 110829
3451 7251 179264
3452 5139 119346
3453 6183 101401
3454 4024 119416
3454 4234 119884
3454 4430 45374
3455 4103 108128
3455 7471 175736
3455 3938 8864
3456 8385 82301
3456 5643 62997
3456 7099 86764
3457 3549 122971
3457 3682 1885
3459 5191 171717
3459 8838 132619
3459 7511 60219
3460 5844 144057
3461 6620 14245
3461 5004 196944
3461 6712 186781
3462 3820 206198
3462 4761 198962
3462 7863 55189
3462 9294 51002
3462 6735 135844
3463 7056 72500
3463 4556 162140
3464 8558 143396
3464 8368 79114
3465 4053 149346
3465 7096 93896
3465 7877 200505
3465 8817 154819
3466 3643 62619
3466 4585 149395
3466 6300 24335
3466 6521 200256
3467 5655 150516
3467 3482 198378
3468 7053 150020
3468 5169 155216
3470 9592 107104
3470 4139 122112
3470 8820 12239
3471 7925 103143
3472 6190 26605
3474 6659 146771
3474 3704 191834
3474 7249 46885
3475 6912 208491
3476 9651 140953
3477 5936 77882
3477 8828 122786
3477 9343 55382
3477 8744 208815
3479 4699 104811
3479 6566 161114
3479 8257 142968
3480 5588 92154
3480 6342 155351
3480 8173 209224
3480 7705 199835
3481 8914 176066
3481 7432 176466
3482 4265 29203
3482 7998 141558
3482 7161 52913
3482 6626 18045
3482 9629 127246
3483 4350 170055
3483 5184 172025
3484 5542 157815
3484 8526 6771
3485 5508 114218
3485 4912 28745
3485 7295 91873
3486 6100 105912
3486 9982 54816
3486 5705 110140
3487 5373 140229
3487 4290 192940
3488 8692 45963
3489 4422 125118
3489 6324 200181
3489 9649 79289
3489 4909 199391
3489 8372 29373
3489 8026 110461
3490 5673 69471
3490 9754 12992
3491 5598 214487
3491 6839 122492
3491 4017 1134
3491 9389 188938
3491 8829 167887
3492 5774 208864
3492 4340 39473
3493 7397 200315
3493 4316 195835
3494 3826 56092
3494 8205 135280
3494 5958 93536
3495 6771 42713
3495 6702 58846
3495 4823 84141
3496 3690 24784
3496 5071 184071
3498 7686 65689
3498 4635 94013
3498 8335 59119
3499 4397 124640
3501 4639 69723
3502 9922 196688
3503 6859 74900
3504 3657 161219
3504 4578 40735
